Category ID	Category Name	Number	Name
102	Scala	3211-1	Girls' Dress and Accessories
102	Scala	3220-1	Christian with Gifts
124	Train / 9V	3225-1	Classic Train
153	Fabuland	324-1	Ricky Raccoon on his Scooter
102	Scala	3240-1	Andrea's Miniature Garden
102	Scala	3241-1	Nursery
102	Scala	3242-1	Bathroom
102	Scala	3243-1	Kitchen
153	Fabuland	325-2	Percy Pig's Wheelbarrow
102	Scala	3270-1	Dream Cottage
153	Fabuland	328-1	Moe Mouse's Roadster
153	Fabuland	329-2	Bernard Bear and Pickup Truck
102	Scala	3290-1	The Big Family House
473	Sports / Soccer	3302-1	Soccer Field
473	Sports / Soccer	3303-1	Field Accessories
473	Sports / Soccer	3304-1	Dutch National Player polybag
473	Sports / Soccer	3305-1	World Team Player polybag
473	Sports / Soccer	3306-1	Soccer Goalies polybag
473	Sports / Soccer	3308-1	Tribune
473	Sports / Soccer	3309-1	Head Tribune
473	Sports / Soccer	3310-1	Commentator and Press Box
473	Sports / Soccer	3311-1	Camera Tower
473	Sports / Soccer	3312-1	Medic's Station
473	Sports / Soccer	3313-1	Light Poles
473	Sports / Soccer	3314-1	Stadium Security
473	Sports / Soccer	3317-1	German National Player polybag
473	Sports / Soccer	3318-1	English Player polybag
473	Sports / Soccer	3320-1	Austrian Player polybag
65	Star Wars / Star Wars Other	3340-1	Star Wars #1 - Sith Minifigure Pack
65	Star Wars / Star Wars Episode 4/5/6	3341-1	Star Wars #2 - Luke/Han/Boba Minifigure Pack
65	Star Wars / Star Wars Episode 4/5/6	3342-1	Star Wars #3 - Troopers/Chewie Minifigure Pack
65	Star Wars / Star Wars Episode 1	3343-1	Star Wars #4 - Battle Droid Minifigure Pack
284	Ninja	3344-1	Ninja #1 - Mini Heroes Collection
284	Ninja	3345-1	Ninja #2 - Mini Heroes Collection
284	Ninja	3346-1	Ninja #3 - Mini Heroes Collection
62	Rock Raiders	3347-1	Rock Raiders #1 - Mini Heroes Collection
62	Rock Raiders	3348-1	Rock Raiders #2 - Mini Heroes Collection
62	Rock Raiders	3349-1	Rock Raiders #3 - Mini Heroes Collection
67	Town	3350-1	City #1 - Mini Heroes Collection
67	Town	3351-1	City #2 - Mini Heroes Collection
153	Fabuland	338-2	Blondi the Pig and Taxi Station
473	Sports / Soccer	3401-1	Shoot 'n' Score - without ZIDANE / Adidas Minifigure
473	Sports / Soccer	3402-1	Grandstand with Lights
473	Sports / Soccer	3403-1	Fans' Grandstand with Scoreboard
473	Sports / Soccer	3404-1	Black Bus
473	Sports / Soccer	3405-1	Blue Bus
473	Sports / Soccer	3406-1	Americas Bus
473	Sports / Soccer	3407-1	Red Bus
473	Sports / Soccer	3408-1	Super Sport Coverage
473	Sports / Soccer	3409-1	Championship Challenge
473	Sports / Soccer	3410-1	Field Expander
473	Sports / Soccer	3411-1	Team Transport Bus
473	Sports / Soccer	3412-1	Point Shooting
473	Sports / Soccer	3413-1	Goal Keeper
473	Sports / Soccer	3414-1	Precision Shooting
67	Town / Classic Town / Food & Drink	3438-1	McDonald's Restaurant
153	Fabuland	344-2	Service Station
67	Town / Classic Town / Traffic	3442-1	Legoland California Truck, Limited Edition
153	Fabuland / Hospital	347-3	Doc David's Hospital
153	Fabuland	350-3	Town Hall with Leonard Lion & Friends
152	Znap	3501-1	Jet-Car
152	Znap	3502-1	Bi-Wing
152	Znap	3503-1	Mini-Sonic
152	Znap	3504-1	Hook-Truck
152	Znap	3505-1	Aeroplane
152	Znap	3506-1	Motorbike
152	Znap	3510-1	Znap polybag
152	Znap	3520-1	Forklift
152	Znap	3521-1	Racer
152	Znap	3531-1	Tri-Bike
152	Znap	3532-1	Jet-Ski
152	Znap	3551-1	Dino-Jet
152	Znap	3552-1	Hover Sub with motor
152	Znap	3554-1	Helicopter
152	Znap	3555-1	Jeep
152	Znap	3571-1	Blackmobile with motor
152	Znap	3581-1	Formula Z Car in Storage Case
152	Znap	3582-1	Ant
152	Znap	3591-1	Heli-Transport / Rota-Beast
153	Fabuland	3601-1	Elton Elephant
153	Fabuland	3602-1	Bianca Lamb and Stroller
153	Fabuland / Post Office	3603-1	Boris Bulldog and Mailbox
153	Fabuland	3604-1	Marc Monkey and Wheelbarrow
153	Fabuland	3605-1	Ricky Raccoon and his Scooter
277	LEGOLAND / Building	361-1	Tea Garden Cafe with Baker's Van
153	Fabuland	3615-1	Percy Pig's Wheelbarrow
153	Fabuland / Harbor	3622-1	Rowboat
153	Fabuland	3623-1	Beauty Salon
153	Fabuland / Airport	3625-1	Aeroplane
153	Fabuland	3626-1	Roger Raccoon's Sports Car
153	Fabuland	3627-1	Bonnie Rabbit's Flower Truck
153	Fabuland	3628-1	Perry Panda & Chester Chimp
153	Fabuland	3629-1	Barney Bear
153	Fabuland / Airport	3630-1	Sports Airplane
153	Fabuland	3631-1	Orchestra
153	Fabuland / Harbor	3633-1	Motor Boat
153	Fabuland	3634-1	Charlie Crow's Carry-All
153	Fabuland	3635-1	Bonnie Bunny's Camper
153	Fabuland	3636-1	Bedroom
153	Fabuland	3637-1	Gertrude Goat's Painter's Truck
153	Fabuland / Fire	3638-1	Buster Bulldog's Fire Engine
153	Fabuland / Police	3639-1	Police Car
153	Fabuland	3641-1	Car & Camper
153	Fabuland / Police	3643-1	Police Van
153	Fabuland	3644-1	Mayor's Car
153	Fabuland	3645-1	Classroom
153	Fabuland	3646-1	Kitchen
153	Fabuland	3647-1	School Room
153	Fabuland	3654-1	Country Cottage
153	Fabuland	3659-1	Play Ground
153	Fabuland	3660-1	Fisherman's Cottage
153	Fabuland	3662-1	Bus
153	Fabuland	3663-1	Max Mouse's Carousel
153	Fabuland / Police	3664-1	Police Station
153	Fabuland	3665-1	Ice Cream with Scooter
153	Fabuland	3666-1	Petrol Station
153	Fabuland	3667-1	Bakery Shoppe
153	Fabuland	3668-1	Merry-Go-Round
153	Fabuland	3669-1	Fire and Police Headquarters
153	Fabuland	3670-1	Service Station
153	Fabuland / Airport	3671-1	Airport
153	Fabuland	3672-1	Hotel / Restaurant
153	Fabuland / Harbor	3673-1	Steamboat
153	Fabuland	3674-1	Bonnie Bunny's New House
153	Fabuland	3675-1	General Store
153	Fabuland	3676-1	Catherine Cat's Fun Park
153	Fabuland	3678-1	The Fabuland House
153	Fabuland	3679-1	Mill with Shop
153	Fabuland	3680-1	Camping Caravan
153	Fabuland	3681-1	Amusement Park
153	Fabuland / Fire	3682-1	Fire Station
153	Fabuland	3683-1	Amusement Park
153	Fabuland	3701-1	Fisherman Cornelius Cat
153	Fabuland	3703-1	Peter Pig the Cook
153	Fabuland	3704-1	Marjorie Mouse
153	Fabuland	3706-1	Elmer Elephant
153	Fabuland	3707-1	Clover Cow
153	Fabuland	3708-1	Rufus Rabbit
153	Fabuland	3709-1	Henry Horse, Carpenter
153	Fabuland	3710-1	Peter Panda Takes a Bath
153	Fabuland	3711-1	Pierre Pig and His Tuba
153	Fabuland	3712-1	Robby Rabbit and Accordion
153	Fabuland	3713-1	Drummer Gabriel Monkey
153	Fabuland	3714-1	Bricklayer Oscar Orangutan
153	Fabuland	3715-1	Flower Stand
153	Fabuland	3716-1	Small Office
153	Fabuland	3717-1	Fisherman
153	Fabuland	3718-1	Small Cafe
153	Fabuland	3719-1	Bus Stop
153	Fabuland	3721-1	Clive Crocodile on Skateboard
53	Adventurers / Desert	3722-1	Treasure Tomb, TRU exclusive
67	Town / Classic Town / Fire	374-1	Fire Station
9	Castle / Classic Castle	375-2	Castle
67	Town / Classic Town / Building	376-2	Town House with Garden
67	Town / Classic Town / Gas Station	377-1	Shell Service Station
153	Fabuland	3781-1	Maximillian Mouse
153	Fabuland	3782-1	Photographer Patrick Parrot
153	Fabuland	3784-1	Hugo Hog the Tinker
153	Fabuland / Post Office	3786-1	Buzzy Bulldog the Postman
153	Fabuland	3787-1	Hannah Hippopotamus, Gardener
153	Fabuland	3788-1	Paulette Poodle's Living Room
153	Fabuland / Police	3789-1	Police Motorcycle
67	Town / Classic Town / Traffic	379-1	Bus Station
153	Fabuland	3791-1	William Walrus
153	Fabuland	3792-1	Bedroom
153	Fabuland / Post Office	3793-1	Buzzy Bulldog's Mailbox
153	Fabuland / Police	3794-1	Police Motorcycle
153	Fabuland	3795-1	Kitchen
153	Fabuland	3796-1	Small Bakery
153	Fabuland / Fire	3797-1	Fire Chief Barty Bulldog
153	Fabuland	3798-1	Hanna's Garden
59	MINDSTORMS / RCX	3801-1	Ultimate Accessory Set
59	MINDSTORMS / RCX	3803-1	Robotics Invention System Upgrade Kit (1.5)
67	Town / Classic Town / Police	381-2	Police Headquarters
9	Castle / Classic Castle	383-2	Knight's Tournament
3	Boat	4002-1	Riptide Racer
3	Boat	4005-1	Tug Boat
3	Boat / Police	4010-1	Police Rescue Boat
3	Boat	4011-1	Cabin Cruiser
3	Boat / Police	4012-1	Wave Cops
3	Boat	4015-1	Freighter
3	Boat / Fire	4020-1	Fire Fighting Boat
3	Boat / Police	4021-1	Police Patrol
3	Boat	4022-1	C26 Sea Cutter
3	Boat / Fire	4025-1	Fire Boat
3	Boat	4030-1	Cargo Carrier
3	Boat / Fire	4031-1	Fire Rescue
149	Disney's Mickey Mouse / Fire	4164-1	Mickey's Fire Engine
149	Disney's Mickey Mouse	4165-1	Minnie's Birthday Party
149	Disney's Mickey Mouse	4166-1	Mickey's Car Garage
149	Disney's Mickey Mouse	4167-1	Mickey's Mansion
149	Disney's Mickey Mouse	4178-1	Mickey's Fishing Adventure
422	Universal Building Set / Classic Basic	4221-1	Challenger Set 100
422	Universal Building Set / Classic Basic	4225-1	Challenger Set 350
102	Scala / Jewelry	4306-1	Rings
102	Scala / Jewelry	4307-1	Rings
102	Scala / Jewelry	4336-1	Mirror
34	Space / Classic Space	442-1	Space Shuttle
124	Train / Supplemental / 9V	4515-1	Straight Rails
124	Train / Supplemental / 9V	4519-1	Rail Crossing
34	Space / Classic Space	452-1	Mobile Ground Tracking Station
124	Train / Supplemental / 9V	4520-1	Curved Rails
124	Train / 9V	4525-1	Road and Rail Repair
34	Space / Supplemental	453-1	Two Crater Plates
124	Train / Supplemental / 9V	4531-1	Manual Points
124	Train / 9V	4532-1	Manual Level Crossing
124	Train / 9V	4533-1	Train Track Snow Remover
124	Train / 9V	4536-1	Blue Hopper Car
124	Train / 9V	4537-1	Twin Tank Transport
124	Train / 9V	4539-1	Manual Level Crossing
34	Space / Supplemental	454-1	Two Lunar Landing Plates
124	Train / 9V	4541-1	Rail and Road Service Truck
124	Train / 9V	4543-1	Railroad Tractor Flatbed
124	Train / 9V	4544-1	Car Transport Wagon with Car
124	Train / 9V	4546-1	Road and Rail Maintenance
124	Train / 9V	4547-1	Club Car
124	Train / Supplemental / 9V	4548-1	Transformer and Speed Regulator
124	Train / 9V	4549-1	Container Double Stack
124	Train / 9V	4551-1	Crocodile Locomotive
124	Train / 9V	4552-1	Cargo Crane
124	Train / 9V	4553-1	Train Wash
124	Train / 9V	4554-1	Metro Station
124	Train / 9V	4555-1	Cargo Station
124	Train / 9V	4556-1	Train Station
124	Train / 9V	4557-1	Freight Loading Station
124	Train / 9V	4558-1	Metroliner
124	Train / 9V	4559-1	Cargo Railway
124	Train / 9V	4560-1	Railway Express
124	Train / 9V	4561-1	Railway Express with Transformer and Speed Regulator
124	Train / 9V	4563-1	Load N' Haul Railroad
124	Train / 9V	4564-1	Freight Rail Runner
124	Train / 9V	4565-1	Freight and Crane Railway
34	Space / Classic Space	462-1	Mobile Rocket Launcher
9	Castle / Knights Kingdom I	4801-1	Defense Archer
284	Ninja	4805-1	Ninja Knights
9	Castle / Knights Kingdom I	4806-1	Axe Cart
9	Castle / Knights Kingdom I	4807-1	Fire Attack
9	Castle / Knights Kingdom I	4811-1	Defense Archer polybag
34	Space / Classic Space	483-1	Alpha-1 Rocket Base
34	Space / Classic Space	487-1	Space Cruiser
62	Rock Raiders	4910-1	Hover Scout
62	Rock Raiders	4920-1	Rapid Rider
34	Space / Classic Space	493-1	Space Command Center (Flatplate version)
62	Rock Raiders	4930-1	Rock Raiders Crew
62	Rock Raiders	4940-1	Granite Grinder
62	Rock Raiders	4950-1	Loader - Dozer
34	Space / Classic Space	497-1	Galaxy Explorer
62	Rock Raiders	4970-1	Chrome Crusher
62	Rock Raiders	4980-1	Tunnel Transport
62	Rock Raiders	4990-1	Rock Raiders HQ
63	Service Packs	5000-1	Replacement 4.5V Motor
63	Service Packs / Space	5056-1	Space Elements
63	Service Packs / Space	5057-1	Space Accessories
63	Service Packs / Castle	5059-1	Castle Equipment
63	Service Packs / Train	5062-1	Shunting Trip Posts and Signal
63	Service Packs / Train	5063-1	Power Supply Rail
63	Service Packs / Train	5064-1	Locomotive Wheels
63	Service Packs	5065-1	3m Wiring and Two-Way Plug
63	Service Packs / Train	5066-1	Magnetic Train Coupler
63	Service Packs / Train	5067-1	Rubber Wheel Rims, Gray
63	Service Packs / Train	5068-1	Motor Frame and Coupling
63	Service Packs	5069-1	12V Lighting Bricks
63	Service Packs / Train	5070-1	Wheel Sets, Black
63	Service Packs / Train	5071-1	Wheel Sets, Large, Red
63	Service Packs / Train	5072-1	Wagonplate, 6 x 28 Studs
63	Service Packs / Train	5073-1	Light Transmitting Elements for Train Sets
63	Service Packs / Train	5074-1	Bogie Plates, Black
63	Service Packs / Train	5075-1	Battery Tender, Red
63	Service Packs / Train	5079-1	Change-Over Unit
63	Service Packs / Train	5080-1	Remote Control for Switch
63	Service Packs / Train	5081-1	Remote Control for Signal
63	Service Packs / Train	5082-1	Flash Light Unit
63	Service Packs / Train	5083-1	Remote Control for Crossing
63	Service Packs	5084-1	12V Light Brick
63	Service Packs / Train	5085-1	Power Supply Rail with Socket
63	Service Packs / Space	5129-1	Space Accessories
63	Service Packs / Castle	5135-1	Castle Accessories
63	Service Packs / Belville	5136-1	Belville Accessories
63	Service Packs / Castle	5138-1	Castle Accessories
63	Service Packs / Aquazone	5160-1	Aquazone Accessories
63	Service Packs / Space	5172-1	Rocket Stages
63	Service Packs / Space	5173-1	Space Jet & Wings
63	Service Packs / Space	5175-1	Space Elements
63	Service Packs / Castle	5184-1	Castle Equipment
63	Service Packs / Train	5200-1	Signal Masts and Feet
63	Service Packs / Train	5300-1	Electric Train Motor
63	Service Packs / Train	5301-1	Wagon Plate 6 x 28
63	Service Packs / Train	5302-1	Bogieplates, Black
63	Service Packs / Train	5303-1	Buffers, Magnets & Couplers
63	Service Packs / Train	5304-1	Wheelsets
63	Service Packs / Train	5305-1	Connection Wire
63	Service Packs / Train	5307-1	Head Light Brick
63	Service Packs / Train	5308-1	Head Light Brick
63	Service Packs / Train	5309-1	Wagon Plate, Red (6 x 28)
63	Service Packs / Train	5310-1	Lighting Brick
63	Service Packs	5311-1	Plates (2 x 2) with Wire
63	Service Packs / Adventurers / Desert	5381-1	Adventurer's Accessories
63	Service Packs / Aquazone	5382-1	Aquazone Accessories
63	Service Packs / Castle	5383-1	Castle Accessories
63	Service Packs / Space	5384-1	Space Accessories
63	Service Packs / Belville	5387-1	Belville Beach Accessories
63	Service Packs / Belville / Hospital	5395-1	Belville Hospital Accessories
63	Service Packs / Belville / Fairy-Tale	5399-1	Fairy Tale Accessories
67	Town / Classic Town / Police	540-2	Police Units
63	Service Packs / Scala	5400-1	Bathroom Accessories
63	Service Packs / Scala	5401-1	Kitchen Accessories
63	Service Packs / Scala	5402-1	Floor Plate 1/2
63	Service Packs / Scala	5403-1	Floor Plate 1/1
63	Service Packs / Scala	5404-1	House
63	Service Packs / Scala	5405-1	Floor Plate
63	Service Packs / Scala	5413-1	Beauty Set
63	Service Packs / Scala	5414-1	Kitchen Set
63	Service Packs / Scala	5415-1	Garden Set
67	Town / Classic Town / Construction	542-1	Street Crew
67	Town / Classic Town / Supplemental	551-1	T Road Plates
60	Model Team	5510-1	Off Road 4x4
67	Town / Classic Town / Supplemental	552-1	Curved Road Plates
60	Model Team	5521-1	Sea Jet
67	Town / Classic Town / Supplemental	553-1	Straight Road Plates
60	Model Team	5533-1	Red Fury
67	Town / Classic Town / Gas Station	554-1	Exxon Fuel Pumper
60	Model Team	5540-1	Formula I Racer
60	Model Team	5541-1	Blue Fury
60	Model Team	5542-1	Black Thunder
60	Model Team	5550-1	Custom Rally Van
67	Town / Classic Town / Fire	556-1	Emergency Van (Fire)
60	Model Team	5561-1	Big Foot 4x4
60	Model Team	5563-1	Racing Truck
60	Model Team	5571-1	Giant Truck
67	Town / Classic Town / Construction	558-1	Road Crane
60	Model Team	5580-1	Highway Rig
60	Model Team	5581-1	Magic Flash
60	Model Team	5590-1	Whirl N' Wheel Super Truck
60	Model Team	5591-1	Mach II Red Bird Rig
67	Town / Classic Town / Building	560-1	Town House with Garden
179	Racers / Radio Control	5600-1	Radio Control Racer (R-C Racer)
48	Belville / Fairy-Tale	5801-1	Millimy the Fairy
48	Belville / Fairy-Tale	5802-1	Princess Rosaline
48	Belville / Fairy-Tale	5803-1	Iris
48	Belville / Fairy-Tale	5804-1	Witch's Cottage
48	Belville / Fairy-Tale	5805-1	Princess Rosaline's Room
48	Belville / Fairy-Tale	5807-1	The Royal Stable
48	Belville / Fairy-Tale	5808-1	The Enchanted Palace
48	Belville / Playhouse	5810-1	Vanity Fun
48	Belville / Fairy-Tale	5811-1	Prince Justin
48	Belville / Fairy-Tale	5812-1	King
48	Belville / Playhouse	5820-1	Garden Fun
48	Belville / Recreation	5821-1	Pamela's Picnic Time
48	Belville / Recreation	5822-1	Jennifer and Foal
48	Belville / Fairy-Tale	5823-1	The Good Fairy's Bedroom
48	Belville / Fairy-Tale	5824-1	The Good Fairy's House
48	Belville / Fairy-Tale	5825-1	Stella and the Fairy
48	Belville / Fairy-Tale	5826-1	The Queen's Room
48	Belville / Fairy-Tale	5827-1	Royal Coach
48	Belville / Recreation	5830-1	Fun-Day Sundaes
48	Belville / Playhouse	5835-1	Dance Studio
48	Belville / Playhouse	5840-1	Garden Playmates
48	Belville / Recreation	5841-1	Beach Fun
48	Belville / Recreation	5844-1	Dolphin Windsurfer (Wind Surfer)
48	Belville / Recreation	5845-1	Dolphin Show
48	Belville / Recreation	5846-1	Desert Island (My Secret Island)
48	Belville / Recreation	5847-1	Surfers' Paradise
48	Belville / Recreation	5848-1	Family Yacht / Luxury Cruiser
48	Belville / Recreation	5853-1	Lucinda and Cressida
48	Belville / Recreation	5854-1	Pony Trekking
48	Belville / Recreation	5855-1	Riding Stables
48	Belville / Playhouse	5860-1	Love 'N' Lullabies
48	Belville / Playhouse	5870-1	Pretty Playland
48	Belville / Hospital	5874-1	Nursery
48	Belville / Hospital	5875-1	Hospital Ward
48	Belville / Hospital	5876-1	Hospital Ward
67	Town / Classic Town / Police	588-1	Police Headquarters
48	Belville / Recreation	5880-1	Prize Pony Stables
48	Belville / Playhouse	5890-1	Pretty Wishes Playhouse
48	Belville / Playhouse	5895-1	Villa Belville
67	Town / Classic Town / Fire	590-1	Engine Company No. 9
53	Adventurers / Desert	5900-1	Adventurer - Johnny Thunder
53	Adventurers / Jungle	5901-1	River Raft
53	Adventurers / Jungle	5902-1	River Raft polybag
53	Adventurers / Dino Island	5903-1	Johnny Thunder and Baby T
53	Adventurers / Dino Island	5904-1	Microcopter
53	Adventurers / Jungle	5905-1	Hidden Treasure
53	Adventurers / Jungle	5906-1	Ruler of the Jungle
53	Adventurers / Desert	5909-1	Treasure Raiders set with Mummy Storage Container
53	Adventurers / Dino Island	5911-1	Johnny Thunder's Plane
53	Adventurers / Dino Island	5912-1	Hydrofoil
53	Adventurers / Dino Island	5913-1	Dr. Lightning's Car
53	Adventurers / Dino Island	5914-1	Baby T-Rex Trap
53	Adventurers / Desert	5918-1	Scorpion Tracker
53	Adventurers / Desert	5919-1	The Valley of the Kings
53	Adventurers / Dino Island	5920-1	Island Racer
53	Adventurers / Dino Island	5921-1	Research Glider
53	Adventurers / Jungle	5925-1	Pontoon Plane
53	Adventurers / Desert	5928-1	Bi-Wing Baron
53	Adventurers / Dino Island	5934-1	Dino Explorer
53	Adventurers / Dino Island	5935-1	Island Hopper
53	Adventurers / Jungle	5936-1	Spider's Secret / Señor Gomez's Expedition
53	Adventurers / Desert	5938-1	Oasis Ambush
53	Adventurers / Desert	5948-1	Desert Expedition
53	Adventurers / Dino Island	5955-1	All Terrain Trapper
53	Adventurers / Jungle	5956-1	Expedition Balloon
53	Adventurers / Desert	5958-1	Mummy's Tomb
53	Adventurers / Dino Island	5975-1	T-Rex Transport
53	Adventurers / Jungle	5976-1	River Expedition
53	Adventurers / Desert	5978-1	Sphinx Secret Surprise
53	Adventurers / Jungle	5986-1	Amazon Ancient Ruins
53	Adventurers / Dino Island	5987-1	Dino Research Compound
53	Adventurers / Desert	5988-1	Pharaoh's Forbidden Ruins
67	Town / Classic Town / Police	600-2	Police Patrol
67	Town / Classic Town / Supplemental	6002-1	Town Figures
9	Castle / Fright Knights	6004-1	Crossbow Cart
9	Castle / Fright Knights	6007-1	Bat Lord
9	Castle / Royal Knights	6008-1	Royal King
9	Castle / Black Knights	6009-1	Black Knight
67	Town / Classic Town / Gas Station	601-1	Shell Gas Pump
9	Castle / Lion Knights	6010-1	Supply Wagon
9	Castle / Black Falcons	6011-1	Black Knight's Treasure
9	Castle / Lion Knights	6012-1	Siege Cart
284	Ninja	6013-1	Samurai Swordsman
9	Castle / Lion Knights	6016-1	Knights' Arsenal
9	Castle / Lion Knights	6017-1	King's Oarsmen
9	Castle / Black Knights	6018-1	Battle Dragon
